attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
"14,236']",Texas Rangers,0,9,5,https://www.baseball-reference.com/boxes/OAK/OAK201606160.shtml,"Thursday, June 16, 2016",,: 2:35,"Day Game, on grass",Oakland Athletics,1,2,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Toby Basner, 1B - John Hirschbeck, 2B - Vic Carapazza, 3B - Bill Welke.</div><div><strong>Time of Game:</strong> 2:35.</div>
<div><strong>Attendance:</strong> 14,236.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 69&deg; F, Wind 8mph in from Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 12:37 p.m. Local,: Oakland-Alameda County Coliseum
"33,052']",Pittsburgh Pirates,0,10,4,https://www.baseball-reference.com/boxes/NYN/NYN201606160.shtml,"Thursday, June 16, 2016",,: 2:55,"Night Game, on grass",New York Mets,0,11,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tripp Gibson, 1B - Jerry Layne, 2B - Hunter Wendelstedt, 3B - Ben May.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 33,052.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 74&deg; F, Wind 3mph in from Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Citi Field
"23,751']",New York Yankees,1,7,4,https://www.baseball-reference.com/boxes/MIN/MIN201606160.shtml,"Thursday, June 16, 2016",,: 3:00,"Night Game, on grass",Minnesota Twins,0,7,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Pat Hoberg, 1B - Mark Carlson, 2B - Quinn Wolcott, 3B - Paul Emmel.</div><div><strong>Time of Game:</strong> 3:00.</div>
<div><strong>Attendance:</strong> 23,751.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 78&deg; F, Wind 9mph in from Centerfield, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Target Field
"44,183']",Milwaukee Brewers,2,10,8,https://www.baseball-reference.com/boxes/LAN/LAN201606160.shtml,"Thursday, June 16, 2016",,: 3:18,"Night Game, on grass",Los Angeles Dodgers,0,8,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ryan Blakney, 1B - Mike Everitt, 2B - Jordan Baker, 3B - Tim Timmons.</div><div><strong>Time of Game:</strong> 3:18.</div>
<div><strong>Attendance:</strong> 44,183.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 71&deg; F, Wind 7mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Dodger Stadium
"40,093']",New York Yankees,0,7,3,https://www.baseball-reference.com/boxes/COL/COL201606150.shtml,"Wednesday, June 15, 2016",,: 2:55,"Day Game, on grass",Colorado Rockies,1,13,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Gabe Morales, 1B - Angel Hernandez, 2B - Chris Guccione, 3B - Ted Barrett.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 40,093.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 85&deg; F, Wind 5mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 1:11 p.m. Local,: Coors Field
"20,292']",Detroit Tigers,0,8,3,https://www.baseball-reference.com/boxes/CHA/CHA201606150.shtml,"Wednesday, June 15, 2016",,: 2:49,"Night Game, on grass",Chicago White Sox,0,9,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Emmel, 1B - Pat Hoberg, 2B - Mark Carlson, 3B - Quinn Wolcott.</div><div><strong>Time of Game:</strong> 2:49.</div>
<div><strong>Attendance:</strong> 20,292.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 91&deg; F, Wind 6mph in from Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: U.S. Cellular Field
"36,233']",Baltimore Orioles,0,8,4,https://www.baseball-reference.com/boxes/BOS/BOS201606150.shtml,"Wednesday, June 15, 2016",,: 2:58,"Night Game, on grass",Boston Red Sox,1,13,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Wegner, 1B - Mike Muchlinski, 2B - Mike Winters, 3B - Marty Foster.</div><div><strong>Time of Game:</strong> 2:58.</div>
<div><strong>Attendance:</strong> 36,233.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 82&deg; F, Wind 14mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Fenway Park
"14,953']",Cincinnati Reds,2,11,8,https://www.baseball-reference.com/boxes/ATL/ATL201606150.shtml,"Wednesday, June 15, 2016",,: 5:18,"Night Game, on grass",Atlanta Braves,3,19,9,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Marvin Hudson, 1B - Jim Joyce, 2B - Adam Hamari, 3B - Laz Diaz.</div><div><strong>Time of Game:</strong> 5:18.</div>
<div><strong>Attendance:</strong> 14,953.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 82&deg; F, Wind 10mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:12 p.m. Local,: Turner Field
"27,792']",Los Angeles Dodgers,2,7,3,https://www.baseball-reference.com/boxes/ARI/ARI201606150.shtml,"Wednesday, June 15, 2016",,: 2:51,"Day Game, on grass",Arizona Diamondbacks,0,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Sam Holbrook, 1B - Gerry Davis, 2B - Carlos Torres, 3B - Brian Knight.</div><div><strong>Time of Game:</strong> 2:51.</div>
<div><strong>Attendance:</strong> 27,792.</div>
<div><strong>Start Time Weather:</strong> 74&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 12:40 p.m. Local,: Chase Field
"36,717']",Minnesota Twins,1,5,2,https://www.baseball-reference.com/boxes/ANA/ANA201606150.shtml,"Wednesday, June 15, 2016",,: 3:13,"Night Game, on grass",Los Angeles Angels of Anaheim,0,12,10,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tim Timmons, 1B - Ryan Blakney, 2B - Mike Everitt, 3B - D.J. Reyburn.</div><div><strong>Time of Game:</strong> 3:13.</div>
<div><strong>Attendance:</strong> 36,717.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 69&deg; F, Wind 5mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 7:09 p.m. Local,: Angel Stadium of Anaheim
"41,955']",Chicago Cubs,0,7,4,https://www.baseball-reference.com/boxes/WAS/WAS201606140.shtml,"Tuesday, June 14, 2016",,: 3:03,"Night Game, on grass",Washington Nationals,0,5,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dale Scott, 1B - Bob Davidson, 2B - Lance Barrett, 3B - Dan Iassogna.</div><div><strong>Time of Game:</strong> 3:03.</div>
<div><strong>Attendance:</strong> 41,955.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 80&deg; F, Wind 5mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Nationals Park
"47,066']",Philadelphia Phillies,2,7,3,https://www.baseball-reference.com/boxes/TOR/TOR201606140.shtml,"Tuesday, June 14, 2016",,: 2:43,"Day Game, on turf",Toronto Blue Jays,0,14,11,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Bill Miller, 1B - Tom Woodring, 2B - Tony Randazzo, 3B - Todd Tichenor.</div><div><strong>Time of Game:</strong> 2:43.</div>
<div><strong>Attendance:</strong> 47,066.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 59&deg; F, Wind 7mph out to Centerfield.</div>

    </div>

-->",Start Time: 12:38 p.m. Local,: Rogers Centre
"11,455']",Seattle Mariners,1,10,7,https://www.baseball-reference.com/boxes/TBA/TBA201606140.shtml,"Tuesday, June 14, 2016",,: 3:12,"Night Game, on turf",Tampa Bay Rays,0,10,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jerry Meals, 1B - Sean Barber, 2B - Ron Kulpa, 3B - Chris Conroy.</div><div><strong>Time of Game:</strong> 3:12.</div>
<div><strong>Attendance:</strong> 11,455.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Tropicana Field
"42,525']",Houston Astros,0,9,5,https://www.baseball-reference.com/boxes/SLN/SLN201606140.shtml,"Tuesday, June 14, 2016",,: 2:18,"Night Game, on grass",St. Louis Cardinals,1,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Nauert, 1B - Jeff Kellogg, 2B - Scott Barry, 3B - John Tumpane.</div><div><strong>Time of Game:</strong> 2:18.</div>
<div><strong>Attendance:</strong> 42,525.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 89&deg; F, Wind 7mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Busch Stadium III
"41,750']",Milwaukee Brewers,0,4,2,https://www.baseball-reference.com/boxes/SFN/SFN201606140.shtml,"Tuesday, June 14, 2016",,: 3:21,"Night Game, on grass",San Francisco Giants,0,12,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Andy Fletcher, 1B - Joe West, 2B - Mark Ripperger, 3B - Kerwin Danley.</div><div><strong>Time of Game:</strong> 3:21.</div>
<div><strong>Attendance:</strong> 41,750.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 59&deg; F, Wind 20mph out to Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: AT&T Park
"22,051']",Miami Marlins,0,6,5,https://www.baseball-reference.com/boxes/SDN/SDN201606140.shtml,"Tuesday, June 14, 2016",,: 3:00,"Night Game, on grass",San Diego Padres,0,7,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Nic Lentz, 1B - Cory Blaser, 2B - Doug Eddings, 3B - Jeff Nelson.</div><div><strong>Time of Game:</strong> 3:00.</div>
<div><strong>Attendance:</strong> 22,051.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 9mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Petco Park
"13,101']",Texas Rangers,0,13,10,https://www.baseball-reference.com/boxes/OAK/OAK201606140.shtml,"Tuesday, June 14, 2016",,: 3:08,"Night Game, on grass",Oakland Athletics,1,11,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Vic Carapazza, 1B - Bill Welke, 2B - Toby Basner, 3B - John Hirschbeck.</div><div><strong>Time of Game:</strong> 3:08.</div>
<div><strong>Attendance:</strong> 13,101.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 62&deg; F, Wind 21mph out to Rightfield.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Oakland-Alameda County Coliseum
"35,124']",Pittsburgh Pirates,0,7,4,https://www.baseball-reference.com/boxes/NYN/NYN201606140.shtml,"Tuesday, June 14, 2016",,: 2:28,"Night Game, on grass",New York Mets,2,3,0,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Hunter Wendelstedt, 1B - Ben May, 2B - Tripp Gibson, 3B - Jerry Layne.</div><div><strong>Time of Game:</strong> 2:28.</div>
<div><strong>Attendance:</strong> 35,124.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 80&deg; F, Wind 11mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 7:12 p.m. Local,: Citi Field
"29,293']",Cleveland Indians,0,9,2,https://www.baseball-reference.com/boxes/KCA/KCA201606140.shtml,"Tuesday, June 14, 2016",,: 2:55,"Night Game, on grass",Kansas City Royals,0,9,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jim Wolf, 1B - Ramon De Jesus, 2B - Gary Cederstrom, 3B - Eric Cooper.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 29,293.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 91&deg; F, Wind 13mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Kauffman Stadium
"46,335']",New York Yankees,1,15,10,https://www.baseball-reference.com/boxes/COL/COL201606140.shtml,"Tuesday, June 14, 2016",,: 3:43,"Night Game, on grass",Colorado Rockies,2,15,13,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ted Barrett, 1B - Gabe Morales, 2B - Angel Hernandez, 3B - Stu Scheurwater.</div><div><strong>Time of Game:</strong> 3:43.</div>
<div><strong>Attendance:</strong> 46,335.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 83&deg; F, Wind 6mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 6:41 p.m. Local,: Coors Field
"17,403']",Detroit Tigers,3,16,11,https://www.baseball-reference.com/boxes/CHA/CHA201606140.shtml,"Tuesday, June 14, 2016",,: 3:47,"Night Game, on grass",Chicago White Sox,0,11,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Quinn Wolcott, 1B - Paul Emmel, 2B - Pat Hoberg, 3B - Mark Carlson.</div><div><strong>Time of Game:</strong> 3:47.</div>
<div><strong>Attendance:</strong> 17,403.</div>
<div><strong>Field Condition:</strong> Wet.</div>
<div><strong>Start Time Weather:</strong> 84&deg; F, Wind 11mph from Right to Left, Rain.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: U.S. Cellular Field
"38,009']",Baltimore Orioles,0,5,3,https://www.baseball-reference.com/boxes/BOS/BOS201606140.shtml,"Tuesday, June 14, 2016",,: 2:47,"Night Game, on grass",Boston Red Sox,0,7,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Marty Foster, 1B - Mark Wegner, 2B - Mike Muchlinski, 3B - Mike Winters.</div><div><strong>Time of Game:</strong> 2:47.</div>
<div><strong>Attendance:</strong> 38,009.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 76&deg; F, Wind 6mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Fenway Park
"13,176']",Cincinnati Reds,0,3,3,https://www.baseball-reference.com/boxes/ATL/ATL201606140.shtml,"Tuesday, June 14, 2016",,: 2:58,"Night Game, on grass",Atlanta Braves,2,5,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Laz Diaz, 1B - Marvin Hudson, 2B - Jim Joyce, 3B - Adam Hamari.</div><div><strong>Time of Game:</strong> 2:58.</div>
<div><strong>Attendance:</strong> 13,176.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 75&deg; F, Wind 4mph from Right to Left, Overcast.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Turner Field
"23,458']",Los Angeles Dodgers,1,9,7,https://www.baseball-reference.com/boxes/ARI/ARI201606140.shtml,"Tuesday, June 14, 2016",,: 3:10,"Night Game, on grass",Arizona Diamondbacks,0,9,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Brian Knight, 1B - Sam Holbrook, 2B - Gerry Davis, 3B - Carlos Torres.</div><div><strong>Time of Game:</strong> 3:10.</div>
<div><strong>Attendance:</strong> 23,458.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 98&deg; F, Wind 5mph in unknown direction, Sunny.</div>

    </div>

-->",Start Time: 6:41 p.m. Local,: Chase Field
"36,272']",Minnesota Twins,0,10,4,https://www.baseball-reference.com/boxes/ANA/ANA201606140.shtml,"Tuesday, June 14, 2016",,: 2:55,"Night Game, on grass",Los Angeles Angels of Anaheim,0,12,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - D.J. Reyburn, 1B - Tim Timmons, 2B - Ryan Blakney, 3B - Mike Everitt.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 36,272.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 67&deg; F, Wind 8mph out to Centerfield, Sunny.</div>

    </div>

-->",Start Time: 7:09 p.m. Local,: Angel Stadium of Anaheim
"37,187']",Chicago Cubs,2,2,1,https://www.baseball-reference.com/boxes/WAS/WAS201606130.shtml,"Monday, June 13, 2016",,: 2:44,"Night Game, on grass",Washington Nationals,0,10,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dan Iassogna, 1B - Dale Scott, 2B - Bob Davidson, 3B - Lance Barrett.</div><div><strong>Time of Game:</strong> 2:44.</div>
<div><strong>Attendance:</strong> 37,187.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 80&deg; F, Wind 6mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Nationals Park
"35,678']",Philadelphia Phillies,0,9,7,https://www.baseball-reference.com/boxes/TOR/TOR201606130.shtml,"Monday, June 13, 2016",,: 2:55,"Night Game, on turf",Toronto Blue Jays,0,6,0,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Todd Tichenor, 1B - Bill Miller, 2B - Tony Randazzo, 3B - Tom Woodring.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 35,678.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 14mph in from Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Rogers Centre
"41,543']",Milwaukee Brewers,1,11,5,https://www.baseball-reference.com/boxes/SFN/SFN201606130.shtml,"Monday, June 13, 2016",,: 3:38,"Night Game, on grass",San Francisco Giants,0,14,11,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Kerwin Danley, 1B - Andy Fletcher, 2B - Joe West, 3B - Mark Ripperger.</div><div><strong>Time of Game:</strong> 3:38.</div>
<div><strong>Attendance:</strong> 41,543.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 58&deg; F, Wind 25mph out to Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: AT&T Park
"20,988']",Miami Marlins,0,19,13,https://www.baseball-reference.com/boxes/SDN/SDN201606130.shtml,"Monday, June 13, 2016",,: 3:15,"Night Game, on grass",San Diego Padres,1,7,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jeff Nelson, 1B - Nic Lentz, 2B - Cory Blaser, 3B - Doug Eddings.</div><div><strong>Time of Game:</strong> 3:15.</div>
<div><strong>Attendance:</strong> 20,988.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 65&deg; F, Wind 7mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Petco Park
